SALE TYPE,SOLD DATE,PROPERTY TYPE,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,Portland,OR,97202.0,829900.0,4.0,2.0,EASTMORELAND HEIGHTS,2862.0,13068.0,1951.0,76.0,290.0,,Active,,,RMLS,18294333,N,Y,45.46745136025787,-122.62602053974211
New Construction Plan,,Single Family Residential,BEAVERTON,OR,97006.0,829950.0,5.0,3.0,Highlands at North Bethany,3290.0,,,,252.0,,Active,,,NewHomeFeed,Plan-372085,N,Y,45.58742063069107,-122.83768211701394
MLS Listing,,Single Family Residential,Portland,OR,97210.0,829950.0,5.0,3.0,Lovejoy,3012.0,,2018.0,7.0,276.0,,Active,,,RMLS,18116048,N,Y,45.5268219569224,-122.76994104307761
MLS Listing,,Single Family Residential,Portland,OR,97229.0,829950.0,5.0,5.5,HIGHLANDS AT NORTH BETHANY,3263.0,,2018.0,32.0,254.0,74.0,Active,September-22-2018 12:00 PM,September-22-2018 05:00 PM,RMLS,18126586,N,Y,45.575750349317744,-122.84829565068226
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,834500.0,3.0,2.0,WATERFRONT PEARL,1454.0,,2007.0,104.0,574.0,754.0,Active,,,RMLS,18369361,N,Y,45.53463876985522,-122.67685453014477
MLS Listing,,Single Family Residential,Portland,OR,97214.0,835000.0,4.0,2.0,Laurelhurst,3460.0,4791.0,1917.0,16.0,241.0,,Active,,,RMLS,18472540,N,Y,45.54760472317316,-122.59413827682683
MLS Listing,,Condo/Co-op,Portland,OR,97205.0,835000.0,2.0,2.0,PARK PLACE TOWER,2039.0,,1983.0,99.0,410.0,1203.0,Active,,,RMLS,18262912,N,Y,45.54370671838192,-122.67556168161808
For-Sale-by-Owner Listing,,Single Family Residential,Portland,OR,97232.0,835000.0,4.0,3.0,Portland,2600.0,7000.0,1924.0,103.0,321.0,,Active,,,Fizber.com,4966103,N,Y,45.54491507576731,-122.61422782423269
MLS Listing,,Single Family Residential,Portland,OR,97210.0,837500.0,3.0,1.5,NW Willamette Heights,2260.0,4791.0,1913.0,84.0,371.0,,Active,,,RMLS,18432621,N,Y,45.53359363470392,-122.71950366529606
MLS Listing,,Single Family Residential,Portland,OR,97219.0,838000.0,2.0,2.0,DUNTHORPE,1625.0,17424.0,1985.0,80.0,516.0,,Active,,,RMLS,18693086,N,Y,45.463206433670216,-122.64651256632979
MLS Listing,,Single Family Residential,Portland,OR,97229.0,838880.0,4.0,3.5,FOREST HEIGHTS,3698.0,12196.0,1997.0,5.0,227.0,49.0,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18330052,N,Y,45.55591511961526,-122.76437688038475
MLS Listing,,Single Family Residential,Portland,OR,97229.0,838900.0,4.0,4.0,"Portland West, Raleigh Hills",5070.0,12632.0,1994.0,3.0,165.0,,Active,,,RMLS,18666559,N,Y,45.56086395099606,-122.74494244900396
MLS Listing,,Single Family Residential,Portland,OR,97229.0,839000.0,5.0,3.5,"Portland West, Raleigh Hills",4570.0,19602.0,2001.0,251.0,184.0,,Active,,,RMLS,18659225,N,Y,45.55529556081724,-122.75005213918274
MLS Listing,,Single Family Residential,Portland,OR,97202.0,839000.0,4.0,3.5,Portland Southeast,2582.0,2613.0,2018.0,43.0,325.0,,Active,,,RMLS,18483071,N,Y,45.51854745305865,-122.61639724694135
MLS Listing,,Townhouse,Portland,OR,97210.0,839500.0,3.0,2.5,NW DISTRICT,2041.0,,1993.0,153.0,411.0,400.0,Active,,,RMLS,18401482,N,Y,45.546795552442326,-122.69743854755768
MLS Listing,,Single Family Residential,Portland,OR,97219.0,839900.0,8.0,5.5,"Portland West, Raleigh Hills",3710.0,16117.0,1999.0,80.0,226.0,,Active,,,RMLS,18175466,N,Y,45.45128648816551,-122.71772431183449
MLS Listing,,Single Family Residential,Portland,OR,97202.0,839900.0,5.0,3.5,Reedwood,3377.0,3920.0,2018.0,24.0,249.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18069506,N,Y,45.4844330121785,-122.6302593878215
MLS Listing,,Single Family Residential,Portland,OR,97202.0,839900.0,5.0,3.5,REEDWOOD,3347.0,3920.0,2018.0,71.0,251.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18429460,N,Y,45.518958771678115,-122.59559062832189
MLS Listing,,Multi-Family (2-4 Unit),Portland,OR,97202.0,839900.0,,,Portland Southeast,,,1986.0,75.0,,,Active,,,RMLS,18110817,N,Y,45.47003190953692,-122.62434009046308
New Construction Plan,,Single Family Residential,BEAVERTON,OR,97006.0,839950.0,5.0,3.0,Highlands at North Bethany,3344.0,,,,251.0,,Active,,,NewHomeFeed,Plan-377559,N,Y,45.58846515082623,-122.83663759687879
New Construction Plan,,Single Family Residential,Portland,OR,97224.0,839990.0,3.0,2.5,Polygon Estates at River Terrace,2734.0,,,,307.0,,Active,,,NewHomeSource.com,Plan-51506322,N,Y,45.427994602166606,-122.81362839783338
MLS Listing,,Single Family Residential,Portland,OR,97229.0,840000.0,5.0,3.5,"Portland West, Raleigh Hills",4453.0,6969.0,2004.0,41.0,189.0,49.0,Active,,,RMLS,18426677,N,Y,45.55550699536491,-122.7666750046351
MLS Listing,,Single Family Residential,Portland,OR,97229.0,842000.0,4.0,2.5,BAUER OAKS,3735.0,8276.0,2000.0,7.0,225.0,23.0,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18488669,N,Y,45.53240210956523,-122.81421379043478
MLS Listing,,Single Family Residential,Portland,OR,97229.0,844900.0,5.0,3.5,"Portland West, Raleigh Hills",4434.0,8712.0,1999.0,3.0,191.0,47.0,Active,,,RMLS,18178671,N,Y,45.536867662083736,-122.77664313791627
MLS Listing,,Single Family Residential,Portland,OR,97225.0,845000.0,5.0,4.0,RALEIGH HILLS,4268.0,16117.0,1977.0,129.0,198.0,,Active,,,RMLS,18164730,N,Y,45.47713247330168,-122.76398542669831
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,845000.0,2.0,2.0,Pear District/ 937 Building,1335.0,,2008.0,42.0,633.0,687.0,Active,September-23-2018 01:00 PM,September-23-2018 03:00 PM,RMLS,18142723,N,Y,45.52973767831031,-122.6778860216897
MLS Listing,,Single Family Residential,Portland,OR,97201.0,845000.0,3.0,2.5,Vista Heights,3172.0,8712.0,1964.0,1.0,266.0,,Active,,,RMLS,18677283,N,Y,45.519735909514715,-122.6923097904853
MLS Listing,,Single Family Residential,Portland,OR,97202.0,845000.0,4.0,2.0,Sellwood-Moreland,3150.0,5227.0,1927.0,13.0,268.0,,Active,,,RMLS,18220335,N,Y,45.4732050050096,-122.6494961949904
MLS Listing,,Single Family Residential,Portland,OR,97212.0,848000.0,6.0,5.5,IRVINGTON,4275.0,4791.0,1910.0,63.0,198.0,,Active,September-23-2018 01:00 PM,September-23-2018 04:00 PM,RMLS,18097650,N,Y,45.562036605015386,-122.63061029498463
MLS Listing,,Multi-Family (2-4 Unit),Portland,OR,97214.0,849000.0,4.0,2.0,Buckman,,,1900.0,62.0,,,Active,,,RMLS,18607138,N,Y,45.525798733224484,-122.64201316677553
MLS Listing,,Condo/Co-op,Portland,OR,97210.0,849000.0,2.0,2.0,Northwest / Vaux Condominiums,1710.0,,2006.0,36.0,496.0,667.0,Active,,,RMLS,18625475,N,Y,45.53973618945609,-122.69450541054391
MLS Listing,,Single Family Residential,Portland,OR,97219.0,849000.0,4.0,3.0,Johns Landing,2450.0,4791.0,2018.0,23.0,347.0,,Active,,,RMLS,18056601,N,Y,45.480987182122824,-122.66909981787715
MLS Listing,,Single Family Residential,Portland,OR,97211.0,849000.0,4.0,2.5,Concordia,2925.0,10890.0,1929.0,112.0,290.0,,Active,,,RMLS,18431078,N,Y,45.573974714922755,-122.62473338507725
MLS Listing,,Single Family Residential,Portland,OR,97201.0,849000.0,3.0,2.5,"PORTLAND HEIGHTS, WEST HILLS",3253.0,3049.0,1985.0,169.0,261.0,,Active,September-23-2018 02:00 PM,September-23-2018 04:00 PM,RMLS,18529572,N,Y,45.50237278377901,-122.70291891622098
MLS Listing,,Single Family Residential,Portland,OR,97221.0,849000.0,4.0,4.0,"Portland West, Raleigh Hills",3952.0,20037.0,1987.0,313.0,215.0,,Active,,,RMLS,17247204,N,Y,45.49903068349268,-122.71856331650731
MLS Listing,,Single Family Residential,Portland,OR,97229.0,849000.0,5.0,3.5,Forest Ridge in Forest Heights,3648.0,11325.0,1993.0,17.0,233.0,49.0,Active,September-23-2018 01:30 PM,September-23-2018 03:30 PM,RMLS,18362668,N,Y,45.546860148968996,-122.762131951031
MLS Listing,,Single Family Residential,Portland,OR,97231.0,849000.0,4.0,3.5,"Portland West, Raleigh Hills",4112.0,183823.0,1996.0,91.0,206.0,,Active,,,RMLS,18085561,N,Y,45.62857146695366,-122.85739123304634
MLS Listing,,Condo/Co-op,Portland,OR,97210.0,849000.0,2.0,2.0,"NOB HILL, ALPHABET DISTRICT",1933.0,,2006.0,51.0,439.0,753.0,Active,,,RMLS,18315835,N,Y,45.52576676373908,-122.70943253626093
MLS Listing,,Townhouse,Portland,OR,97210.0,849500.0,3.0,3.5,NORTHWEST/NOB HILL,2065.0,2178.0,1991.0,53.0,411.0,,Active,,,RMLS,18429395,N,Y,45.55528776098991,-122.6865372390101
MLS Listing,,Single Family Residential,Portland,OR,97215.0,849900.0,4.0,2.5,MT TABOR,3218.0,7405.0,1988.0,69.0,264.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18358224,N,Y,45.51808695934656,-122.58391354065344
MLS Listing,,Single Family Residential,Portland,OR,97210.0,849900.0,4.0,2.5,"Portland West, Raleigh Hills",3440.0,4791.0,1905.0,104.0,247.0,,Active,,,RMLS,18069696,N,Y,45.54286419248064,-122.70867980751935
MLS Listing,,Single Family Residential,Portland,OR,97225.0,849900.0,4.0,2.5,"Portland West, Raleigh Hills",3620.0,19166.0,1955.0,19.0,235.0,,Active,,,RMLS,18014577,N,Y,45.50338145653099,-122.778844143469
MLS Listing,,Single Family Residential,Portland,OR,97219.0,849900.0,3.0,2.0,ASHCREEK,968.0,42253.0,1970.0,202.0,878.0,,Active,,,RMLS,18516676,N,Y,45.48427003616505,-122.71464456383495
MLS Listing,,Single Family Residential,Portland,OR,97212.0,849900.0,5.0,2.5,ALAMEDA,3153.0,4791.0,1924.0,27.0,270.0,,Active,September-23-2018 11:00 AM,September-23-2018 01:00 PM,RMLS,18543345,N,Y,45.55656746512253,-122.63498683487747
MLS Listing,,Single Family Residential,Portland,OR,97202.0,849900.0,4.0,3.0,EASTMORELAND,2652.0,,2018.0,18.0,320.0,,Active,,,RMLS,18238289,N,Y,45.48856341453376,-122.60819538546626
MLS Listing,,Single Family Residential,Portland,OR,97221.0,849900.0,3.0,2.5,SOUTHWEST HILLS,3331.0,10018.0,1990.0,161.0,255.0,,Active,,,RMLS,18447662,N,Y,45.50935964555343,-122.70944485444659
MLS Listing,,Single Family Residential,Portland,OR,97210.0,849900.0,3.0,2.5,WILLAMETTE HEIGHTS,2380.0,6969.0,1925.0,55.0,357.0,,Active,September-22-2018 02:30 PM,September-22-2018 04:30 PM,RMLS,18685908,N,Y,45.538188181586435,-122.71197281841359
MLS Listing,,Single Family Residential,Portland,OR,97212.0,849900.0,4.0,3.0,Portland Northeast,2935.0,4791.0,1922.0,42.0,290.0,,Active,,,RMLS,18114691,N,Y,45.56967220248119,-122.6318276975188
MLS Listing,,Single Family Residential,Portland,OR,97223.0,849900.0,4.0,2.5,"Portland West, Raleigh Hills",3231.0,10454.0,2007.0,6.0,263.0,,Active,,,RMLS,18322351,N,Y,45.48699799792023,-122.73299710207978
MLS Listing,,Single Family Residential,Portland,OR,97202.0,849900.0,4.0,3.0,REED,2993.0,,2018.0,37.0,284.0,,Active,,,RMLS,18245663,N,Y,45.480915305844015,-122.62942639415597
MLS Listing,,Single Family Residential,Portland,OR,97229.0,849900.0,4.0,3.0,WEST HAVEN PARK,3143.0,7840.0,2018.0,99.0,270.0,57.0,Active,,,RMLS,18317986,N,Y,45.53139478162911,-122.75424981837088
MLS Listing,,Single Family Residential,Portland,OR,97229.0,849950.0,5.0,3.0,HIGHLANDS AT NORTH BETHANY,3344.0,,2018.0,14.0,254.0,74.0,Active,September-22-2018 12:00 PM,September-22-2018 05:00 PM,RMLS,18088279,N,Y,45.586611521737424,-122.83851247826259
MLS Listing,,Single Family Residential,Portland,OR,97212.0,849950.0,4.0,3.0,Portland Northeast,4310.0,4791.0,1913.0,35.0,197.0,,Active,,,RMLS,18248864,N,Y,45.53253110900452,-122.65652139099547
New Construction Plan,,Single Family Residential,BEAVERTON,OR,97006.0,849950.0,5.0,4.0,Highlands at North Bethany,3548.0,,,,240.0,,Active,,,NewHomeFeed,Plan-364857,N,Y,45.592020886590554,-122.83308186111447
New Construction Plan,,Single Family Residential,BEAVERTON,OR,97006.0,849950.0,6.0,5.5,Highlands at North Bethany,849950.0,,,,1.0,,Active,,,NewHomeFeed,Plan-377560,N,Y,45.57332854434277,-122.85177420336224
New Construction Plan,,Single Family Residential,BEAVERTON,OR,97006.0,849950.0,5.0,4.5,Highlands at North Bethany,3611.0,,,,235.0,,Active,,,NewHomeFeed,Plan-401083,N,Y,45.59410489661787,-122.83099785108715
MLS Listing,,Single Family Residential,Portland,OR,97227.0,849950.0,3.0,4.5,BOISE,2589.0,2178.0,2018.0,42.0,328.0,,Active,,,RMLS,18255252,N,Y,45.5948242379348,-122.62233766206519
MLS Listing,,Single Family Residential,Portland,OR,97229.0,849950.0,4.0,3.5,Lindsey Addition,3729.0,,2018.0,8.0,228.0,,Active,September-22-2018 02:00 PM,September-22-2018 05:00 PM,RMLS,18395561,N,Y,45.55843128993057,-122.83534071006943
New Construction Plan,,Single Family Residential,BEAVERTON,OR,97006.0,849950.0,5.0,6.0,Highlands at North Bethany,3545.0,,,,240.0,,Active,,,NewHomeFeed,Plan-372086,N,Y,45.584420206895075,-122.84068254080994
MLS Listing,,Single Family Residential,Portland,OR,97227.0,849950.0,4.0,4.5,BOISE,2589.0,2178.0,2018.0,148.0,328.0,,Active,,,RMLS,18566809,N,Y,45.557057761558596,-122.6602132384414
MLS Listing,,Single Family Residential,Portland,OR,97229.0,850000.0,5.0,3.0,NW Washington Co or Sauvie Island,3492.0,6098.0,2016.0,111.0,243.0,121.0,Active,September-21-2018 04:00 PM,September-21-2018 07:00 PM,RMLS,18536400,N,Y,45.54826575671828,-122.82710844328173
MLS Listing,,Single Family Residential,Portland,OR,97225.0,850000.0,4.0,3.5,"Beaverton, Aloha",3916.0,23958.0,1959.0,69.0,217.0,,Active,,,RMLS,18199801,N,Y,45.52068069788978,-122.77225530211021
MLS Listing,,Single Family Residential,Portland,OR,97229.0,850000.0,4.0,3.5,FOREST HEIGHTS/NW PORTLAND,4005.0,10454.0,2001.0,48.0,212.0,49.0,Active,,,RMLS,18523101,N,Y,45.568613472589675,-122.74513362741031
MLS Listing,,Single Family Residential,Milwaukie,OR,97267.0,850000.0,4.0,2.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",4272.0,77101.0,1930.0,41.0,199.0,,Active,,,RMLS,18689415,N,Y,45.414631698346405,-122.61887530165362
MLS Listing,,Condo/Co-op,Portland,OR,97239.0,850000.0,2.0,2.0,ATWATER PLACE,1478.0,,2007.0,38.0,575.0,769.0,Active,,,RMLS,18650946,N,Y,45.50935497450843,-122.65612232549155
MLS Listing,,Condo/Co-op,Portland,OR,97210.0,850000.0,2.0,2.0,"Portland West, Raleigh Hills",1842.0,,2008.0,87.0,461.0,657.0,Active,,,RMLS,18032988,N,Y,45.52656306899249,-122.70153623100751
MLS Listing,,Condo/Co-op,Portland,OR,97239.0,850000.0,2.0,2.0,"Portland West, Raleigh Hills",1594.0,,2007.0,14.0,533.0,776.0,Active,,,RMLS,18214000,N,Y,45.50061215391493,-122.66486514608506
MLS Listing,,Single Family Residential,Portland,OR,97229.0,850000.0,3.0,2.5,FOREST HEIGHTS,3480.0,16988.0,1994.0,6.0,244.0,,Active,,,RMLS,18612614,N,Y,45.54154696637877,-122.77482963362124
MLS Listing,,Condo/Co-op,Portland,OR,97239.0,850000.0,2.0,2.0,"Portland West, Raleigh Hills",1526.0,,2006.0,62.0,557.0,800.0,Active,,,RMLS,18655071,N,Y,45.524603442533746,-122.64203385746623
MLS Listing,,Single Family Residential,Portland,OR,97219.0,850000.0,5.0,6.0,"Portland West, Raleigh Hills",4045.0,15245.0,1989.0,35.0,210.0,,Active,,,RMLS,18578406,N,Y,45.451141902343124,-122.7204985976569
MLS Listing,,Single Family Residential,Portland,OR,97229.0,850000.0,4.0,3.0,NW Washington Co or Sauvie Island,3136.0,39204.0,1930.0,27.0,271.0,,Active,,,RMLS,18060732,N,Y,45.58728900039438,-122.75123239960561
For-Sale-by-Owner Listing,,Condo/Co-op,Vancouver,WA,98664.0,853000.0,3.0,3.0,Vancouver,3247.0,27878.0,1992.0,217.0,263.0,,Active,,,Fizber.com,4950400,N,Y,45.64314929718791,-122.56771500281208
MLS Listing,,Single Family Residential,Portland,OR,97219.0,858799.0,4.0,3.5,"Portland West, Raleigh Hills",3421.0,9583.0,,36.0,251.0,,Active,September-23-2018 11:00 AM,September-23-2018 03:00 PM,RMLS,18652377,N,Y,45.508429737062244,-122.69243426293775
MLS Listing,,Single Family Residential,Portland,OR,97201.0,859000.0,3.0,3.0,Portland Heights,3132.0,7405.0,1975.0,152.0,274.0,,Active,,,RMLS,18447157,N,Y,45.49680568468033,-122.71511081531966
MLS Listing,,Single Family Residential,Portland,OR,97202.0,859000.0,4.0,2.5,Portland Southeast,2777.0,4791.0,2017.0,63.0,309.0,,Active,,,RMLS,18445761,N,Y,45.45264136816422,-122.66304323183579
MLS Listing,,Single Family Residential,Portland,OR,97212.0,859900.0,3.0,2.0,ALAMEDA / BEAUMONT,2544.0,6098.0,1929.0,6.0,338.0,,Active,September-23-2018 01:00 PM,September-23-2018 03:00 PM,RMLS,18146451,N,Y,45.54811343452459,-122.62758476547539
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,859900.0,1.0,2.0,PEARL DISTRICT / PARK PLACE,1510.0,,2004.0,62.0,569.0,717.0,Active,,,RMLS,18523230,N,Y,45.53633076847863,-122.67513083152137
New Construction Home,,Single Family Residential,Portland,OR,97229.0,859950.0,6.0,5.5,Highlands at North Bethany,3263.0,,2017.0,345.0,264.0,,Active,,,NewHomeFeed,604922,N,Y,45.58776291110543,-122.83854142016658
New Construction Plan,,Single Family Residential,BEAVERTON,OR,97006.0,859950.0,5.0,4.0,Highlands at North Bethany,3545.0,,,,243.0,,Active,,,NewHomeFeed,Plan-364894,N,Y,45.574651141769436,-122.85045160593558
MLS Listing,,Single Family Residential,Portland,OR,97229.0,860000.0,5.0,2.5,"Portland West, Raleigh Hills",3394.0,11761.0,1994.0,41.0,253.0,,Active,,,RMLS,18260330,N,Y,45.556648129854544,-122.73920467014545
MLS Listing,,Single Family Residential,Portland,OR,97211.0,860000.0,5.0,3.5,DEKUM TRIANGLE / WOODLAWN,3180.0,4791.0,1906.0,49.0,270.0,,Active,,,RMLS,18201110,N,Y,45.58312995724641,-122.64342124275359
MLS Listing,,Single Family Residential,Portland,OR,97217.0,864500.0,4.0,3.0,Havelock,3172.0,4356.0,1908.0,9.0,273.0,,Active,,,RMLS,18628036,N,Y,45.569523563771114,-122.67808833622888
MLS Listing,,Single Family Residential,Tigard,OR,97224.0,865000.0,5.0,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",4953.0,11325.0,2000.0,13.0,175.0,,Active,,,RMLS,18456787,N,Y,45.39133219840693,-122.82631280159308
MLS Listing,,Single Family Residential,Tigard,OR,97224.0,865000.0,5.0,3.5,"Tigard, Tualatin, Sherwood, Wilsonville",2530.0,200375.0,1940.0,112.0,342.0,,Active,,,RMLS,18695676,N,Y,45.40626029079059,-122.78523660920939
MLS Listing,,Single Family Residential,Portland,OR,97219.0,869000.0,4.0,3.0,DUNTHORPE RIVERDALE,3176.0,10018.0,1942.0,15.0,274.0,,Active,,,RMLS,18385054,N,Y,45.43605306034006,-122.67402313965992
MLS Listing,,Single Family Residential,Portland,OR,97229.0,869880.0,5.0,3.0,BONNY SLOPE,3164.0,6098.0,2018.0,40.0,275.0,,Active,,,RMLS,18095608,N,Y,45.55757448185792,-122.78794251814207
MLS Listing,,Single Family Residential,Portland,OR,97232.0,870000.0,6.0,4.0,SULLIVANS GULCH,4105.0,4791.0,1906.0,52.0,212.0,,Active,,,RMLS,18190329,N,Y,45.51752553810475,-122.66057256189525
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,870500.0,2.0,2.5,PEARL DISTRICT / VISTA,1435.0,,2018.0,146.0,607.0,674.0,Active,,,RMLS,18626184,N,Y,45.54122658754201,-122.67594251245798
MLS Listing,,Single Family Residential,Portland,OR,97202.0,874900.0,4.0,3.0,EASTMORELAND,2733.0,,2018.0,9.0,320.0,,Active,,,RMLS,18327210,N,Y,45.48987619734631,-122.60705390265367
MLS Listing,,Single Family Residential,Portland,OR,97211.0,874900.0,4.0,3.0,CONCORDIA,2497.0,4791.0,2018.0,42.0,350.0,,Active,,,RMLS,18161479,N,Y,45.59967569934493,-122.59751580065507
MLS Listing,,Single Family Residential,Portland,OR,97211.0,874900.0,4.0,3.0,CONCORDIA/FERNHILL PARK,2455.0,4791.0,1951.0,2.0,356.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18036079,N,Y,45.560086239385555,-122.63697426061445
MLS Listing,,Single Family Residential,Vancouver,WA,98664.0,875000.0,3.0,3.0,OLD EVERGREEN HIGHWAY,2591.0,12632.0,2014.0,14.0,338.0,,Active,,,RMLS,18240631,N,Y,45.625802426160696,-122.5734173738393
MLS Listing,,Multi-Family (5+ Unit),Portland,OR,97239.0,875000.0,10.0,15.0,"Portland West, Raleigh Hills",4847.0,,1892.0,168.0,181.0,,Active,,,RMLS,18353615,N,Y,45.50303685466044,-122.66840814533957
MLS Listing,,Condo/Co-op,Portland,OR,97211.0,875000.0,5.0,3.5,Concordia,2576.0,,2018.0,8.0,340.0,50.0,Active,,,RMLS,18547988,N,Y,45.5515770102389,-122.63539188976108
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,875000.0,3.0,3.5,"Portland West, Raleigh Hills",1885.0,,2006.0,99.0,464.0,,Active,,,RMLS,18579314,N,Y,45.53023115928229,-122.69437694071772
MLS Listing,,Condo/Co-op,Portland,OR,97201.0,875000.0,3.0,2.5,GRANT TOWER,2409.0,,1973.0,126.0,363.0,1879.0,Active,,,RMLS,18677608,N,Y,45.507656286841375,-122.67836471315863
For-Sale-by-Owner Listing,,Multi-Family (2-4 Unit),Portland,OR,97220.0,875000.0,2.0,2.0,Portland,4320.0,4792.0,2005.0,323.0,203.0,,Active,,,Fizber.com,4938539,N,Y,45.575661218682924,-122.54041968131706
MLS Listing,,Single Family Residential,Portland,OR,97212.0,875000.0,4.0,2.5,ALAMEDA/ BEAUMONT,3228.0,5662.0,1951.0,44.0,271.0,,Active,September-20-2018 02:00 PM,September-20-2018 04:00 PM,RMLS,18380243,N,Y,45.5523555106634,-122.62270438933659
MLS Listing,,Single Family Residential,Portland,OR,97229.0,875000.0,5.0,3.0,BAUER WOOD ESTATES,3616.0,12632.0,1992.0,70.0,242.0,,Active,,,RMLS,18059271,N,Y,45.55750645393768,-122.79176264606232
MLS Listing,,Single Family Residential,Portland,OR,97239.0,875000.0,4.0,3.5,Portland Heights,4585.0,16552.0,1962.0,14.0,191.0,,Active,September-22-2018 01:00 PM,September-22-2018 03:00 PM,RMLS,18299992,N,Y,45.52444107326232,-122.67230302673767
MLS Listing,,Single Family Residential,Portland,OR,97211.0,875000.0,3.0,3.5,BEAUMONT-WILSHIRE,2506.0,4356.0,2015.0,14.0,349.0,,Active,,,RMLS,18198972,N,Y,45.55933783484991,-122.62179606515011
MLS Listing,,Condo/Co-op,Portland,OR,97209.0,875000.0,1.0,2.0,PEARL DISTRICT / COSMOPOLITAN,1135.0,,2016.0,59.0,771.0,558.0,Active,,,RMLS,18525802,N,Y,45.53262159316105,-122.68137000683896
MLS Listing,,Condo/Co-op,Portland,OR,97201.0,879000.0,3.0,3.0,"Portland West, Raleigh Hills",3068.0,,1981.0,9.0,287.0,550.0,Active,,,RMLS,18065535,N,Y,45.50843807779565,-122.68502282220436
MLS Listing,,Single Family Residential,Portland,OR,97229.0,879000.0,5.0,4.0,Washington Co/Forest Heights,4189.0,5662.0,2011.0,97.0,210.0,,Active,,,RMLS,18098631,N,Y,45.530874348881675,-122.77021755111832
MLS Listing,,Single Family Residential,Portland,OR,97229.0,879000.0,5.0,3.0,FOREST HEIGHTS,3875.0,9147.0,2004.0,90.0,227.0,48.0,Active,,,RMLS,18530921,N,Y,45.55183388463133,-122.76596151536867
MLS Listing,,Single Family Residential,Portland,OR,97221.0,879000.0,5.0,3.5,SOUTHWEST HILLS,4192.0,11761.0,1976.0,13.0,210.0,,Active,,,RMLS,18436201,N,Y,45.51901234822268,-122.70888945177732
MLS Listing,,Single Family Residential,Portland,OR,97229.0,879900.0,5.0,4.5,"Portland West, Raleigh Hills",6561.0,13939.0,1999.0,48.0,134.0,54.0,Active,,,RMLS,18286818,N,Y,45.540565455118305,-122.7570922448817
MLS Listing,,Single Family Residential,Portland,OR,97219.0,879900.0,5.0,3.5,"Portland West, Raleigh Hills",3578.0,9583.0,2007.0,49.0,246.0,,Active,,,RMLS,18356920,N,Y,45.44196463244973,-122.73101176755026
New Construction Plan,,Single Family Residential,BEAVERTON,OR,97006.0,879950.0,5.0,4.0,Highlands at North Bethany,3773.0,,,,233.0,,Active,,,NewHomeFeed,Plan-364895,N,Y,45.55432381873981,-122.87077892896521
New Construction Plan,,Single Family Residential,BEAVERTON,OR,97006.0,879950.0,5.0,6.5,Highlands at North Bethany,3660.0,,,,240.0,,Active,,,NewHomeFeed,Plan-385690,N,Y,45.589250314418116,-122.83585243328689
New Construction Home,,Single Family Residential,Portland,OR,97229.0,879950.0,5.0,4.0,Highlands at North Bethany,3773.0,,2018.0,233.0,233.0,,Active,,,NewHomeFeed,619097,N,Y,45.58062480570852,-122.8440487885545
MLS Listing,,Single Family Residential,Portland,OR,97232.0,885000.0,4.0,1.5,Hawthornes,3180.0,4791.0,1911.0,1.0,278.0,,Active,September-22-2018 11:00 AM,September-22-2018 01:00 PM,RMLS,18441808,N,Y,45.52769854129889,-122.63255075870111
MLS Listing,,Single Family Residential,Portland,OR,97229.0,885000.0,5.0,3.5,FOREST HEIGHTS,4608.0,8712.0,2004.0,57.0,192.0,49.0,Active,,,RMLS,18240248,N,Y,45.5287810303588,-122.78355106964118
MLS Listing,,Single Family Residential,Portland,OR,97239.0,885850.0,3.0,3.5,JOHNS LANDING,2816.0,7840.0,2007.0,71.0,315.0,,Active,,,RMLS,18334905,N,Y,45.49674764671082,-122.65747865328919
MLS Listing,,Condo/Co-op,Portland,OR,97201.0,890000.0,3.0,3.5,"Portland West, Raleigh Hills",3248.0,,1981.0,9.0,274.0,550.0,Active,,,RMLS,18293427,N,Y,45.503926348933675,-122.68885885106633
MLS Listing,,Single Family Residential,Portland,OR,97221.0,890000.0,4.0,3.5,Montmore,3569.0,14374.0,1976.0,38.0,249.0,38.0,Active,,,RMLS,18670020,N,Y,45.523965262853146,-122.69227383714686
